epoch,accuracy_test_before,accuracy_test_after
0,14.769975786924938,73.5270379338176
1,1.7704517704517704,72.95482295482294
2,15.717192268565617,72.27873855544253
3,6.2751004016064265,83.58433734939759
4,27.083333333333332,79.86111111111111
5,1.3753581661891117,86.87679083094557
6,11.175616835994195,81.20464441219158
7,64.18786692759295,85.71428571428571
8,5.508021390374331,79.19786096256685
9,65.61443066516347,85.79481397970687
10,11.256395679363274,81.23934053439454
11,35.59127439724455,76.80826636050516
12,55.294117647058826,84.22145328719724
13,41.82754182754182,72.58687258687259
14,54.37441204139228,79.63311382878645
15,39.737991266375545,73.14410480349345
16,57.76528460997892,77.16092761770906
17,35.58781869688386,86.65014164305948
18,62.78089887640449,86.51685393258427
19,35.49965059399022,78.12718378756115
20,29.626411815812336,85.23023457862729
21,40.858815875081326,84.90566037735849
22,39.96010638297872,79.18882978723404
23,36.49148778682457,76.01776461880088
24,55.46786922209696,86.07666290868094
25,59.96360327570519,87.35213830755232
26,46.08904933814681,79.96389891696751
27,37.51537515375154,81.67281672816729
28,50.70921985815603,83.26241134751773
29,66.18887015177066,86.6779089376054
30,44.659624413145536,77.23004694835682
31,52.33265720081136,81.94726166328601
32,45.68181818181819,87.8409090909091
33,52.52192982456141,75.21929824561403
34,78.45940959409594,87.13099630996311
35,53.21456235476375,84.04337722695585
36,41.81536074476338,88.2854926299457
37,56.06617647058824,86.12132352941177
38,68.41746248294679,88.26739427012278
39,72.88528389339514,85.16801853997681
40,60.90534979423868,81.12874779541445
41,67.8477690288714,80.97112860892388
42,63.600317208564626,79.77795400475813
43,67.47149564050973,83.56807511737088
44,67.84755770263017,84.70209339774557
45,51.321786690975394,81.81403828623519
46,64.38275251033669,82.69344359125812
47,56.77480916030534,84.2557251908397
48,70.19470793809286,85.5716425361957
49,75.31969309462916,86.12531969309462
50,67.27272727272727,86.06060606060606
51,77.89046653144015,84.98985801217039
52,67.50716332378224,82.40687679083094
53,64.66809421841542,82.18415417558886
54,80.74003795066413,87.28652751423151
55,73.45132743362832,89.60176991150442
56,73.6036036036036,82.25225225225226
57,62.99161831076725,86.33139909735654
58,38.68078175895766,84.20195439739415
59,52.680652680652685,91.37529137529138
60,53.542455381287176,83.829096809086
61,56.97674418604651,84.67852257181943
62,61.139112903225815,83.97177419354838
63,71.74295774647888,84.85915492957746
64,77.40324594257179,88.88888888888889
65,77.23424270931326,85.55973659454375
66,78.79003558718861,90.3202846975089
