epoch,accuracy_test_before,accuracy_test_after
0,15.851602023608768,69.64586846543001
1,42.672413793103445,74.13793103448276
2,24.531835205992508,71.91011235955057
3,31.447963800904976,56.334841628959275
4,32.407407407407405,58.7037037037037
5,10.787172011661808,75.21865889212827
6,15.689981096408317,65.59546313799622
7,76.144578313253,75.42168674698794
8,39.61965134706815,61.96513470681458
9,60.69078947368421,68.25657894736842
10,41.118421052631575,77.96052631578947
11,34.868421052631575,71.9298245614035
12,69.2485549132948,75.3757225433526
13,60.80691642651297,61.815561959654175
14,48.148148148148145,74.69135802469135
15,32.16,59.519999999999996
16,56.42633228840125,66.4576802507837
17,53.70629370629371,59.02097902097903
18,62.93279022403259,70.87576374745417
19,44.083224967490246,58.777633289986994
20,49.21259842519685,58.26771653543307
21,39.82494529540481,69.14660831509846
22,78.32585949177877,78.32585949177877
23,61.78861788617886,77.39837398373983
24,53.4965034965035,53.4965034965035
25,57.315233785822016,57.9185520361991
26,59.83471074380166,71.5702479338843
27,48.47908745247148,54.94296577946768
28,78.41140529531569,78.41140529531569
29,60.62874251497006,59.13173652694611
30,59.71563981042654,62.55924170616114
31,66.85796269727403,73.3142037302726
32,68.51851851851852,70.37037037037037
33,61.46788990825688,61.46788990825688
34,60.160965794768615,59.95975855130785
35,49.141630901287556,44.20600858369099
36,59.034267912772584,59.50155763239875
37,67.21504112808461,66.03995299647474
38,58.395061728395056,61.60493827160494
39,62.69430051813472,71.50259067357513
40,60.71856287425149,63.7125748502994
41,63.63636363636363,64.0909090909091
42,73.68421052631578,67.76315789473685
43,75.26205450733752,75.26205450733752
44,57.6271186440678,56.548536209553156
45,74.54545454545455,74.54545454545455
46,67.19883889695211,67.19883889695211
47,54.05904059040591,54.4280442804428
48,68.94409937888199,68.94409937888199
49,73.99678972712681,74.79935794542536
50,67.80045351473923,67.12018140589569
51,49.88235294117647,50.117647058823536
52,70.82452431289641,71.03594080338267
53,68.44660194174757,68.44660194174757
54,63.36499321573948,61.46540027137042
55,64.797507788162,63.862928348909655
56,68.53252647503783,68.53252647503783
57,49.06103286384976,53.52112676056338
58,68.80108991825612,71.66212534059946
59,56.45933014354066,53.827751196172244
60,67.74193548387096,71.7741935483871
61,70.51724137931035,71.37931034482759
62,78.85802469135803,78.85802469135803
63,62.54295532646048,60.13745704467354
64,68.25539568345323,70.14388489208633
65,60.0609756097561,66.46341463414635
66,83.9171974522293,83.12101910828027
67,61.95462478184991,62.82722513089005
68,72.76785714285714,73.51190476190477
69,68.65148861646234,68.65148861646234
70,52.78093076049943,52.78093076049943
71,69.00726392251816,70.46004842615012
72,68.61598440545808,67.64132553606238
73,55.472636815920396,58.70646766169154
74,55.78231292517006,58.50340136054422
75,75.62130177514793,75.85798816568048
76,65.03703703703704,65.03703703703704
77,66.08084358523726,65.20210896309314
78,67.01986754966887,67.01986754966887
79,69.6969696969697,69.6969696969697
80,53.57142857142857,56.69642857142857
81,67.05426356589147,66.08527131782945
82,61.44329896907217,56.70103092783505
83,63.7046307884856,63.829787234042556
84,79.37984496124031,83.72093023255815
85,69.70172684458399,69.70172684458399
86,71.80192572214581,71.80192572214581
87,66.90017513134852,75.13134851138354
