epoch,accuracy_test_before,accuracy_test_after
0,4.3449637919684,40.55299539170507
1,20.89728453364817,36.95395513577332
2,18.722659667541556,39.28258967629046
3,27.370417193426043,42.79393173198483
4,33.62541073384447,37.23986856516977
5,24.95332918481643,45.67517112632234
6,23.49926793557833,39.38506588579795
7,38.688016528925615,41.68388429752066
8,13.062409288824384,38.38896952104499
9,31.36231884057971,40.28985507246377
10,29.367777022433717,41.5363698164514
11,29.209183673469386,39.03061224489796
12,31.85028248587571,45.05649717514124
13,32.877752467729685,44.41913439635535
14,28.487518355359764,39.94126284875183
15,26.44526445264453,33.39483394833948
16,43.69436201780415,46.29080118694362
17,41.4760147601476,46.05166051660517
18,42.95580110497237,42.95580110497237
19,37.07037643207856,38.62520458265139
20,46.8999386126458,49.478207489257215
21,27.910142954390743,34.445200816882235
22,39.95756718528995,39.95756718528995
23,37.870538415003026,40.653357531760435
24,43.58974358974359,41.904761904761905
25,31.494376004284952,36.475629351901446
26,36.32198952879581,36.518324607329845
27,35.311227457824316,35.19488074461897
28,46.1750516884907,46.1750516884907
29,37.17160424818334,40.525433202906655
30,39.974619289340104,39.911167512690355
31,34.01450230718523,35.266974291364534
32,40.22911051212938,41.91374663072776
33,45.77191621411947,45.77191621411947
34,47.4537037037037,47.53086419753087
35,45.543905635648755,44.4954128440367
36,48.56495468277945,48.56495468277945
37,38.901098901098905,38.901098901098905
38,39.75114603798297,39.75114603798297
39,41.270949720670394,41.270949720670394
40,33.15543695797198,39.026017344896594
41,41.7298937784522,41.350531107738995
42,42.96690307328605,42.96690307328605
43,38.11681772406848,38.11681772406848
44,38.60232945091514,38.60232945091514
45,41.67224080267559,41.1371237458194
46,42.07692307692308,42.07692307692308
47,39.21028466483012,39.21028466483012
48,35.72327044025157,35.72327044025157
49,38.77980364656381,38.008415147265076
50,37.68028846153847,37.68028846153847
51,36.9550637156271,39.10127431254192
52,47.05420267085624,47.05420267085624
53,46.942800788954635,46.942800788954635
54,34.883720930232556,34.883720930232556
55,36.200716845878134,36.415770609319
56,38.67854491462509,40.089086859688194
57,49.61832061068702,48.409669211195926
58,42.06617150573936,42.06617150573936
59,39.65863453815261,39.65863453815261
